770,-230,-30,1
-890,-410,-30,0
610,490,-30,1
-1010,-170,-30,1
-410,-690,-30,0
670,-450,-30,0
1030,-130,-30,1
-710,-70,-30,0
390,-530,-30,2
-890,30,-30,2
10,650,-30,0
310,70,-30,1
890,690,-30,2
550,-530,-30,0
-90,-570,-30,1
1090,490,-30,1
930,610,-30,2
130,-550,-30,0
990,310,-30,1
70,-130,-30,2
-1030,-510,-30,0
-890,-130,-30,2
830,-650,-30,0
-310,570,-30,0
-970,190,-30,2
1170,250,-30,1
-830,-550,-30,0
-190,-470,-30,2
-170,-330,-30,1
-30,290,-30,2
-750,290,-30,1
850,570,-30,2
-730,-250,-30,1
-230,570,-30,0
-970,30,-30,2
610,-110,-30,2
650,-70,-30,2
490,490,-30,2
1030,150,-30,0
110,-170,-30,1
850,50,-30,0
310,-290,-30,2
470,-530,-30,2
-150,-110,-30,0
750,-290,-30,2
950,350,-30,2
-790,450,-30,2
110,510,-30,1
-930,-210,-30,1
-250,110,-30,2
-190,730,-30,2
-110,90,-30,1
450,490,-30,1
610,250,-30,2
1030,70,-30,0
-650,-330,-30,0
-890,670,-30,0
1110,470,-30,2
530,650,-30,2
-610,-170,-30,2
-430,210,-30,0
-530,-450,-30,0
-770,190,-30,2
590,-250,-30,1
30,590,-30,0
-850,-130,-30,1
-590,650,-30,1
-650,-410,-30,0
70,470,-30,2
-650,190,-30,0
990,-210,-30,1
710,230,-30,2
990,430,-30,1
-810,-570,-30,0
-230,-510,-30,0
-790,50,-30,0
570,650,-30,2
-1050,-530,-30,0
-670,490,-30,0
-490,470,-30,0
-990,-350,-30,0
-410,-570,-30,2
990,-370,-30,2
-90,-730,-30,0
650,-30,-30,0
130,610,-30,0
130,290,-30,0
570,-150,-30,1
10,530,-30,2
370,-470,-30,2
1090,50,-30,0
90,-310,-30,2
570,450,-30,1
190,-290,-30,1
-210,470,-30,0
250,290,-30,2
810,370,-30,1
-830,610,-30,2
-210,-570,-30,0
30,310,-30,2
610,-310,-30,0
570,-230,-30,0
-490,-170,-30,0
-430,-190,-30,2
-470,290,-30,0
910,-690,-30,0
390,590,-30,2
210,50,-30,2
990,-170,-30,0
-50,-330,-30,0
-390,10,-30,0
570,-430,-30,2
570,530,-30,1
-730,550,-30,0
590,70,-30,1
950,590,-30,2
50,450,-30,2
50,370,-30,2
-290,630,-30,0
-910,410,-30,0
-730,190,-30,0
-870,490,-30,1
-290,670,-30,2
-770,510,-30,2
1010,-590,-30,0
-190,-430,-30,2
-730,670,-30,0
90,50,-30,0
-730,230,-30,2
270,70,-30,0
-690,-10,-30,0
330,50,-30,1
910,-410,-30,2
-490,-410,-30,0
530,250,-30,2
190,-410,-30,1
110,-290,-30,0
870,-210,-30,2
-810,-530,-30,0
190,-570,-30,0
670,590,-30,1
-570,-370,-30,0
90,-230,-30,2
190,70,-30,0
350,-370,-30,2
-130,710,-30,2
-310,210,-30,0
910,-10,-30,0
470,230,-30,2
1090,-70,-30,1
-510,290,-30,0
-350,170,-30,1
-850,-490,-30,2
570,250,-30,0
-750,-430,-30,0
350,270,-30,1
570,-110,-30,1
-330,390,-30,2
-650,110,-30,2
750,-130,-30,0
-770,-50,-30,0
-310,-470,-30,0
810,-110,-30,0
-730,-210,-30,2
-530,-610,-30,2
330,-270,-30,1
430,-370,-30,2
810,410,-30,1
-590,-150,-30,0
850,-550,-30,0
-50,670,-30,2
130,-590,-30,2
-670,50,-30,0
1030,-730,-30,2
150,670,-30,0
-890,310,-30,1
-530,-570,-30,2
730,-710,-30,2
450,-190,-30,1
950,630,-30,1
950,390,-30,1
-130,-370,-30,0
-430,610,-30,0
910,-210,-30,1
750,230,-30,1
-830,50,-30,0
-810,670,-30,0
-610,-610,-30,2
690,-310,-30,0
-330,510,-30,2
-750,610,-30,2
310,-10,-30,1
1010,-70,-30,0
-70,610,-30,2
910,-650,-30,0
390,-570,-30,0
-950,-270,-30,1
930,250,-30,1
570,130,-30,2
-970,-250,-30,1
610,690,-30,2
-670,-190,-30,2
-330,310,-30,1
-850,470,-30,0
590,310,-30,1
750,270,-30,2
-90,270,-30,2
670,390,-30,1
-950,170,-30,2
-570,390,-30,0
-1090,-530,-30,0
-730,-330,-30,0
-630,-550,-30,2
890,-590,-30,0
-270,-30,-30,0
50,-390,-30,2
550,310,-30,1
-1090,-490,-30,2
-110,-550,-30,1
250,-550,-30,0
770,-510,-30,0
-1090,-570,-30,0
550,510,-30,2
70,550,-30,1
-950,-510,-30,0
670,-490,-30,0
370,-230,-30,1
790,630,-30,2
170,130,-30,2
-670,330,-30,2
-750,170,-30,0
230,-210,-30,2
-530,190,-30,1
470,-450,-30,0
-870,-70,-30,2
-630,50,-30,0
-30,730,-30,2
-650,-370,-30,0
970,610,-30,1
670,-250,-30,2
370,210,-30,1
-150,290,-30,2
530,-110,-30,2
10,490,-30,2
-950,-430,-30,0
70,-690,-30,1
1070,150,-30,0
-270,290,-30,1
-490,390,-30,0
-930,-530,-30,0
-410,270,-30,2
950,-50,-30,0
150,150,-30,1
150,630,-30,2
150,230,-30,0
930,-390,-30,0
-930,430,-30,1
1030,-410,-30,0
-790,-270,-30,2
-130,630,-30,2
-110,570,-30,0
710,-410,-30,2
330,570,-30,0
630,-610,-30,0
470,-290,-30,2
-990,-150,-30,1
1110,390,-30,1
-10,350,-30,2
-130,-330,-30,2
770,-70,-30,0
-30,-70,-30,0
-530,-50,-30,0
230,590,-30,0
210,690,-30,0
810,-30,-30,0
-990,610,-30,2
710,-690,-30,2
1030,430,-30,1
70,710,-30,0
930,370,-30,2
670,-530,-30,2
-290,430,-30,0
850,-630,-30,0
290,-350,-30,2
350,630,-30,0
-190,170,-30,0
310,-730,-30,2
870,-50,-30,0
1150,310,-30,1
250,-190,-30,2
170,690,-30,0
-170,710,-30,2
790,590,-30,1
610,-190,-30,1
-150,10,-30,0
-1030,-110,-30,1
-430,-70,-30,2
450,170,-30,1
-770,270,-30,1
-530,30,-30,0
730,-430,-30,0
-690,-450,-30,0
-570,-610,-30,0
30,-370,-30,0
730,10,-30,0
-310,-70,-30,0
1090,-590,-30,0
-190,-390,-30,2
-870,530,-30,1
710,-610,-30,0
410,-190,-30,1
1030,350,-30,1
30,510,-30,2
330,650,-30,0
-210,590,-30,2
-1050,-370,-30,1
70,-450,-30,2
50,210,-30,0
310,-650,-30,0
1090,-430,-30,2
1130,-310,-30,2
570,50,-30,2
310,-250,-30,1
850,-110,-30,2
690,-150,-30,0
-970,-410,-30,0
-490,-450,-30,2
30,670,-30,0
-670,-230,-30,2
-670,130,-30,1
990,-50,-30,0
-110,-590,-30,2
870,-330,-30,0
970,90,-30,0
-970,-530,-30,0
-910,-150,-30,1
50,770,-30,0
-790,130,-30,2
590,-650,-30,2
-590,-510,-30,2
-590,610,-30,2
350,590,-30,0
-910,-230,-30,2
-1010,-370,-30,1
810,210,-30,2
330,330,-30,1
-10,270,-30,0
770,50,-30,0
-410,30,-30,2
130,570,-30,0
-330,-490,-30,0
910,270,-30,1
950,670,-30,2
770,-350,-30,2
-50,110,-30,0
150,-730,-30,0
190,430,-30,1
770,-670,-30,0
150,710,-30,0
150,-90,-30,1
-650,-50,-30,2
-30,90,-30,0
730,210,-30,1
-1010,-10,-30,2
350,710,-30,0
750,-690,-30,2
-730,470,-30,2
230,-450,-30,0
890,410,-30,1
310,-370,-30,2
270,-210,-30,2
-650,670,-30,2
-1050,-450,-30,0
-770,-170,-30,1
1090,290,-30,2
670,-650,-30,0
-1010,-650,-30,0
50,570,-30,0
-630,-630,-30,0
70,110,-30,0
170,-630,-30,0
670,-50,-30,0
-30,770,-30,2
-10,430,-30,2
110,-50,-30,2
-490,-10,-30,0
-1010,390,-30,0
-190,610,-30,2
990,110,-30,0
-390,-430,-30,0
630,-530,-30,2
90,490,-30,2
690,610,-30,2
-290,-650,-30,0
-930,-490,-30,0
-450,270,-30,0
-150,-430,-30,2
810,-230,-30,1
830,510,-30,1
890,10,-30,0
990,-290,-30,1
-830,-510,-30,0
210,490,-30,2
-450,-410,-30,2
-610,630,-30,2
450,-430,-30,2
110,270,-30,1
-410,590,-30,0
-930,-570,-30,0
-690,-490,-30,0
-930,-170,-30,1
810,130,-30,0
1190,350,-30,1
110,-370,-30,0
530,-630,-30,2
950,-570,-30,0
-810,-210,-30,2
290,50,-30,1
290,-70,-30,2
410,610,-30,0
670,-610,-30,0
130,50,-30,0
590,-370,-30,0
390,-170,-30,1
330,690,-30,0
-670,-590,-30,0
130,450,-30,2
1110,30,-30,0
-210,-690,-30,2
290,170,-30,2
-490,230,-30,0
-550,570,-30,0
-170,110,-30,0
10,170,-30,0
-650,510,-30,0
-90,710,-30,2
630,550,-30,2
290,-390,-30,2
-630,490,-30,0
530,50,-30,2
-230,10,-30,0
530,-150,-30,1
350,-250,-30,1
430,-450,-30,2
230,230,-30,0
170,-70,-30,2
-150,690,-30,2
-290,190,-30,2
-1070,-110,-30,1
890,-270,-30,1
-130,-730,-30,0
850,130,-30,0
-30,210,-30,2
-1050,-10,-30,2
-1010,-450,-30,0
1030,-290,-30,1
-1090,-450,-30,0
190,230,-30,0
650,-710,-30,2
-990,-270,-30,1
-390,-70,-30,2
290,-510,-30,2
-710,-190,-30,2
710,-730,-30,2
890,530,-30,1
690,130,-30,2
-810,430,-30,0
-330,630,-30,2
-710,330,-30,2
-150,250,-30,2
950,-250,-30,1
-930,-50,-30,2
670,-210,-30,1
-610,-290,-30,1
770,610,-30,2
-350,210,-30,0
-370,-490,-30,2
-590,-590,-30,0
490,250,-30,1
-590,-390,-30,0
-910,-30,-30,1
-890,190,-30,1
970,-390,-30,0
10,450,-30,0
-710,290,-30,1
-950,570,-30,2
750,-250,-30,2
1110,630,-30,2
-250,710,-30,2
850,-190,-30,1
1170,210,-30,1
690,650,-30,2
-390,130,-30,2
930,-510,-30,0
1090,450,-30,2
-510,-30,-30,0
-570,470,-30,0
170,-510,-30,0
670,350,-30,1
230,190,-30,0
-170,350,-30,0
690,490,-30,2
850,90,-30,0
-790,-390,-30,0
-190,50,-30,0
-1010,-290,-30,1
170,-430,-30,0
590,-50,-30,1
-870,-350,-30,0
-750,-590,-30,0
30,230,-30,0
-870,90,-30,2
350,-290,-30,2
-570,150,-30,0
90,-510,-30,0
-110,-350,-30,0
410,-710,-30,0
630,-250,-30,2
-890,-290,-30,1
-230,330,-30,2
830,-570,-30,0
-110,-510,-30,2
510,-490,-30,2
350,310,-30,1
30,-650,-30,2
-750,-70,-30,2
-190,-590,-30,0
950,-690,-30,0
-750,-510,-30,0
-290,-450,-30,2
30,470,-30,2
-690,-570,-30,0
790,430,-30,1
1070,-370,-30,2
-830,-230,-30,2
-990,-230,-30,1
-970,350,-30,1
-90,430,-30,2
-170,270,-30,2
-830,-590,-30,0
890,-510,-30,0
-170,-370,-30,1
570,290,-30,1
650,610,-30,1
-30,-470,-30,2
-1030,-230,-30,2
-530,510,-30,2
50,-550,-30,1
1050,410,-30,2
-790,610,-30,1
-550,650,-30,1
-610,-450,-30,0
450,-510,-30,2
710,350,-30,1
210,450,-30,1
910,-370,-30,0
450,-270,-30,1
250,10,-30,2
490,410,-30,1
870,-10,-30,0
-370,-50,-30,2
410,370,-30,1
-710,-310,-30,2
-330,670,-30,2
730,-590,-30,0
-810,-50,-30,2
