0	0	5
0	1	5
0	2	5
0	3	5
0	4	5
0	5	5
0	6	5
0	7	5
0	8	5
0	9	5
0	10	5
0	11	5
0	12	5
0	13	5
0	14	5
0	15	5
0	16	5
0	17	5
0	18	5
0	19	5
0	20	5
0	21	5
0	22	5
0	23	5
0	24	5
0	25	5
0	26	5
0	27	5
0	28	5
0	29	5
0	30	5
0	31	5
0	32	5
0	33	5
0	34	5
0	35	5
0	36	5
0	37	5
0	38	5
0	39	5
0	40	5
0	41	5
0	42	5
0	43	5
0	44	5
0	45	5
0	46	5
0	47	5
0	48	5
0	49	5
0	50	5
0	51	5
0	52	5
0	53	5
0	54	5
0	55	5
0	56	5
0	57	5
0	58	5
0	59	5
0	60	5
0	61	5
0	62	5
0	63	5
0	64	5
0	65	5
0	66	5
0	67	5
0	68	5
0	69	5
0	70	5
0	71	5
0	72	5
0	73	5
0	74	5
0	75	5
0	76	5
0	77	5
0	78	5
0	79	5
0	80	5
0	81	5
0	82	5
0	83	5
0	84	5
0	85	5
1	0	5
1	1	5
1	2	5
1	3	5
1	4	5
1	5	5
1	6	5
1	7	5
1	8	5
1	9	5
1	10	5
1	11	5
1	12	5
1	13	5
1	14	5
1	15	5
1	16	5
1	17	5
1	18	5
1	19	5
1	20	5
1	21	5
1	22	5
1	23	5
1	24	5
1	25	5
1	26	5
1	27	5
1	28	5
1	29	5
1	30	5
1	31	5
1	32	5
1	33	5
1	34	5
1	35	5
1	36	5
1	37	5
1	38	5
1	39	5
1	40	5
1	41	5
1	42	5
1	43	5
1	44	5
1	45	5
1	46	5
1	47	5
1	48	5
1	49	5
1	50	5
1	51	5
1	52	5
1	53	5
1	54	5
1	55	5
1	56	5
1	57	5
1	58	5
1	59	5
1	60	5
1	61	5
1	62	5
1	63	5
1	64	5
1	65	5
1	66	5
1	67	5
1	68	5
1	69	5
1	70	5
1	71	5
1	72	5
1	73	5
1	74	5
1	75	5
1	76	5
1	77	5
1	78	5
1	79	5
1	80	5
1	81	5
1	82	5
1	83	5
1	84	5
1	85	5
2	0	5
2	1	5
2	2	5
2	3	5
2	4	5
2	5	5
2	6	5
2	7	5
2	8	5
2	9	5
2	10	5
2	11	5
2	12	5
2	13	5
2	14	5
2	15	5
2	16	5
2	17	5
2	18	5
2	19	5
2	20	5
2	21	5
2	22	5
2	23	5
2	24	5
2	25	5
2	26	5
2	27	5
2	28	5
2	29	5
2	30	5
2	31	5
2	32	5
2	33	5
2	34	5
2	35	5
2	36	5
2	37	5
2	38	5
2	39	5
2	40	5
2	41	5
2	42	5
2	43	5
2	44	5
2	45	5
2	46	5
2	47	5
2	48	5
2	49	5
2	50	5
2	51	5
2	52	5
2	53	5
2	54	5
2	55	5
2	56	5
2	57	5
2	58	5
